作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
mnmE1xdja6g,VMJYv6ke,2025/4/4 19:58,2025/4/4 20:15,1003,1,rQrY32,音乐片段感受调研问卷_见数数据库4,39.185.192.151,121.309338,30.341811,浙江省,宁波市,MOBILE,Android,Chrome,388px*837px,"S5,C1,C5,S4,I5,M3,C2,U1,S3,M5,M4,I3,M2,I2,test1,C3,M1,C4,I1,U2,U4,I4,S1,U3,S2,U5,test2",1,5,1,3,1,5,1,6,1,4,1,6,1,6,1,5,1,5,1,6,1,5,1,6,1,4,1,3,1,4,1,5,1,4,没有出现人声,1,4,1,5,1,4,1,7,1,4,1,6,1,5,1,3,1,5,1,5,1,2,5,5,5,2,1,1,6,2,5,4,2,4,1,4,3,1,5,2,5,4,2,5,4,4,5,2,4,4,4,6,2,2,5,5,4,5,5,4,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天不到 1 小时,男,18-25岁,初高中学生/大学生/研究生/博士,杭州萧山,宁波慈溪,0,1
mnmE1x6pKQA,J7B54vZM,2025/4/4 20:02,2025/4/4 20:15,777,1,rQrY32,音乐片段感受调研问卷_见数数据库4,106.122.85.168,117.737367,26.932842,福建省,南平市,MOBILE,Android,Chrome,393px*786px,"M5,M2,test2,C2,U1,S4,M3,M4,I4,S2,test1,S3,I2,I1,I5,U3,C1,U4,U5,S1,C4,U2,M1,C3,I3,C5,S5",1,6,1,6,1,6,1,5,1,6,1,6,1,6,1,7,1,6,1,6,1,5,1,6,2,7,1,6,1,6,1,5,1,5,没有出现人声,1,4,1,5,1,5,1,5,1,4,1,4,1,5,1,5,1,4,1,5,1,1,5,6,6,2,1,1,5,2,5,5,2,4,2,4,2,1,5,1,6,4,1,6,6,4,5,2,6,5,5,6,1,1,5,5,5,5,5,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),福建三明,福建厦门,1,-1
vNzEqpnk8Pv,VMJOQk7n,2025/4/4 20:01,2025/4/4 20:14,771,1,rQrY32,音乐片段感受调研问卷_见数数据库4,183.251.194.124,118.331111,24.559229,福建省,南平市,MOBILE,Android,Chrome,393px*873px,"I3,test2,C1,I1,U4,S3,U3,C5,M1,C3,S2,test1,U5,S1,C2,U1,I2,M3,S5,S4,C4,M4,I5,U2,M2,M5,I4",1,6,1,6,1,6,1,5,1,7,1,6,1,6,1,6,1,5,2,6,1,7,3,5,1,5,1,6,1,7,1,6,1,5,没有出现人声,1,5,1,5,1,5,1,5,1,3,2,4,1,5,1,5,1,5,1,4,1,1,5,6,5,2,1,1,6,2,4,5,2,4,2,4,2,1,5,2,6,5,2,6,5,5,5,1,6,6,6,6,2,1,5,5,5,5,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),福建省南平市,福建省福州市,1,-1
WPokRRmEgRX,me3JdJwL,2025/4/4 19:57,2025/4/4 20:14,1001,1,rQrY32,音乐片段感受调研问卷_见数数据库4,121.232.80.75,121.067787,32.053692,江苏省,南通市,MOBILE,Android,Chrome,407px*904px,"I1,M1,M5,U5,U2,U1,C4,S4,S3,M3,I5,C2,M2,U4,M4,I4,I2,test1,test2,S2,C5,C1,S5,C3,I3,U3,S1",1,5,1,6,1,5,1,7,1,4,1,5,1,7,1,5,1,6,1,5,1,4,1,6,1,5,1,5,1,6,1,4,1,2,没有出现人声,1,2,1,2,1,2,1,2,1,5,1,3,1,4,1,3,1,1,1,3,1,3,5,5,4,3,1,1,5,2,3,5,4,4,3,3,2,1,6,2,5,4,2,5,6,3,4,2,6,4,5,4,2,2,5,4,4,3,5,4,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,普通职员(公司/企业/事业单位/党政机关),上海,上海,-1,-1
Q4x6015WjrW,z7lGdPWM,2025/4/4 19:58,2025/4/4 20:14,974,1,rQrY32,音乐片段感受调研问卷_见数数据库4,59.35.221.194,116.363219,23.243243,广东省,汕头市,MOBILE,Android,Chrome,393px*873px,"I2,S3,S4,C1,U3,test2,C4,U1,U2,M5,M2,M1,S2,I3,U5,U4,M3,C3,C2,M4,test1,C5,I4,I5,S5,S1,I1",1,5,1,7,1,5,1,7,1,6,1,6,1,3,1,2,1,2,1,3,1,2,1,3,1,5,1,7,1,2,1,7,1,6,没有出现人声,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,5,6,5,5,1,5,6,2,1,2,6,5,1,1,5,6,2,2,5,1,6,5,5,1,1,6,5,5,6,1,6,2,5,6,1,1,1,6,5,1,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),汕头市,广州市,0,0
NRnx8dqzp2r,37KxPpvL,2025/4/4 19:58,2025/4/4 20:13,916,1,rQrY32,音乐片段感受调研问卷_见数数据库4,116.169.80.211,104.0868826,30.6227316,四川省,成都市,MOBILE,iOS,Apple WebKit,393px*852px,"M3,U4,C4,U2,S2,C5,I4,M2,M5,C1,C2,C3,I1,S3,S1,U3,S5,test1,S4,I2,M4,U1,I3,M1,I5,test2,U5",3,2,1,4,1,5,2,5,1,4,1,5,1,7,1,3,2,4,1,4,1,6,1,2,1,3,1,3,2,3,2,3,1,5,没有出现人声,2,6,2,6,1,4,2,5,2,6,1,7,2,7,2,5,1,7,2,6,1,1,6,6,6,2,1,1,5,1,4,5,4,4,2,5,2,2,5,3,5,4,3,5,5,4,6,2,5,4,6,6,1,2,4,4,6,4,5,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,商业/服务业从业人员,四川成都,四川成都,-1,0
vNzEqoN8rbX,xLVO6mRe,2025/4/4 19:59,2025/4/4 20:12,772,1,rQrY32,音乐片段感受调研问卷_见数数据库4,111.55.10.194,109.35014,24.374419,广西壮族自治区,柳州市,MOBILE,Android,Chrome,360px*800px,"U3,I2,I1,M4,test1,M1,S4,U4,C1,M5,U5,I5,C3,test2,C5,U2,M2,C2,S3,C4,M3,I3,S2,U1,I4,S5,S1",1,3,1,2,1,2,1,4,1,2,1,3,1,3,2,3,1,3,1,3,1,4,1,2,1,3,1,3,1,2,1,2,2,3,没有出现人声,1,3,1,4,1,4,1,2,1,3,1,6,1,5,1,5,1,4,1,4,1,3,4,3,4,4,1,2,5,2,2,3,4,4,2,3,5,3,5,3,4,3,3,5,3,2,3,3,4,3,5,4,3,3,3,4,3,4,5,4,5,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),柳州,柳州,0,1
mnmE1Ody1kD,KLObxZE7,2025/4/4 19:58,2025/4/4 20:12,854,1,rQrY32,音乐片段感受调研问卷_见数数据库4,223.104.87.150,113.923646,22.647631,广东省,深圳市,MOBILE,Android,Chrome,412px*906px,"C4,C5,M4,M5,test1,U4,S2,U1,I5,I1,M1,U3,C1,M3,I4,M2,S3,S4,test2,S1,I2,I3,U5,C3,U2,S5,C2",1,7,1,5,1,6,1,3,1,5,1,6,1,4,1,5,1,4,1,4,1,3,1,4,1,6,1,6,5,3,1,5,1,5,没有出现人声,1,5,1,5,1,4,1,6,1,5,1,3,1,3,1,4,1,2,1,3,1,1,5,4,6,1,1,2,6,3,6,5,2,5,3,5,3,1,5,2,6,5,1,5,3,6,5,1,6,4,4,5,1,2,4,6,5,5,5,4,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,男,25-34岁,领导干部(公司/企业/事业单位/党政机关),江西省赣州市,广东省深圳市,1,0
NRnxRYK03Ev,nePwjryL,2025/4/4 19:51,2025/4/4 20:12,1246,1,rQrY32,音乐片段感受调研问卷_见数数据库4,180.143.97.207,108.24034,23.171076,广西壮族自治区,南宁市,MOBILE,Android,WeChat,360px*800px,"C5,M1,test1,S5,M4,U3,U2,U5,S1,S2,C3,C1,M2,S3,I1,test2,I2,U4,I5,M3,U1,S4,C2,C4,M5,I3,I4",1,6,1,5,1,5,1,4,1,5,1,5,1,5,1,4,1,3,1,5,1,5,1,6,1,5,1,3,1,3,1,4,1,3,没有出现人声,1,3,1,5,1,3,1,5,1,4,1,5,1,5,1,5,1,4,1,4,1,3,5,5,4,4,1,3,5,3,4,5,4,5,3,3,5,4,4,4,4,3,4,4,4,3,5,5,5,5,5,4,4,4,5,4,5,3,5,5,4,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,初高中学生/大学生/研究生/博士,广西贵港,南宁,1,0
Q4x64rxyr6B,o7jWp3zL,2025/4/4 19:58,2025/4/4 20:09,701,1,rQrY32,音乐片段感受调研问卷_见数数据库4,113.218.86.36,111.5883298,25.5144889,湖南省,长沙市,MOBILE,iOS,Apple WebKit,414px*896px,"C2,S4,M3,M5,test2,U5,test1,S1,I3,M1,S2,I2,C3,U1,S3,U2,C4,U3,S5,M2,I1,I4,C5,M4,I5,C1,U4",3,5,3,3,1,5,3,3,1,3,3,4,1,5,1,5,1,5,1,5,1,4,1,5,1,5,3,4,1,4,1,4,1,7,没有出现人声,1,6,1,6,3,7,7,7,1,5,1,7,1,7,6,6,1,6,1,7,1,2,6,5,6,2,1,2,2,2,5,5,1,2,1,6,1,1,5,1,6,5,1,5,5,6,5,2,5,6,5,6,2,2,5,5,5,5,2,5,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),湖南永州,湖南永州,0,0
Q4x64mr5J4v,veEYEQPe,2025/4/4 19:47,2025/4/4 20:07,1195,1,rQrY32,音乐片段感受调研问卷_见数数据库4,183.241.152.214,116.49262,39.99996,北京市,市辖区,MOBILE,Android,Chrome,374px*843px,"U1,C4,I5,C5,C1,S4,M1,U2,I4,S1,M2,S5,M5,S2,U5,I1,U4,I2,S3,I3,test2,M3,M4,U3,C3,test1,C2",1,3,1,4,1,4,1,6,1,3,1,6,1,5,1,4,1,3,1,4,1,5,1,5,1,4,1,5,1,4,1,3,1,5,没有出现人声,1,3,1,4,1,3,1,6,1,6,1,3,1,3,1,5,1,5,1,6,1,3,5,4,6,5,1,4,5,2,3,3,6,6,4,3,5,5,5,1,5,3,3,6,3,4,5,3,6,6,4,6,2,3,4,6,4,4,6,6,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),山东,北京,1,0
