作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
nN9xAA8gVJN,leNbJZme,2025/3/21 17:43,2025/3/21 18:06,1401,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,14.30.46.76,116.698541,24.35709,广东省,梅州市,MOBILE,iOS,WeChat,414px*736px,"U5,C3,M2,S5,test2,S2,U3,S4,C5,M3,test1,I2,S3,M5,M4,M1,C4,I3,U2,U4,I4,C2,S1,U1,I1,C1,I5",1,6,1,6,1,5,1,6,1,6,1,6,1,6,1,4,1,7,1,6,1,5,1,6,1,6,1,6,1,6,1,6,1,6,出现了男声,1,3,1,3,2,5,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,2,6,5,5,2,1,2,5,2,5,5,2,2,2,5,1,2,5,2,5,5,2,5,5,5,6,1,5,5,5,5,1,2,5,6,5,5,5,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广东省广州市,广东省广州市,0,1
Q482GGvYrOG,WLGbR6P7,2025/3/21 17:43,2025/3/21 18:06,1382,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,222.216.37.135,108.313882,22.792793,广西壮族自治区,南宁市,MOBILE,Android,Chrome,367px*794px,"U4,S5,M4,M2,M3,I4,test2,S2,U5,S4,test1,I5,C5,U1,I2,C1,I1,S1,M5,C3,C4,M1,C2,I3,S3,U3,U2",1,5,1,4,1,5,1,3,1,4,1,4,1,6,1,4,1,5,1,6,1,6,1,3,1,6,1,4,1,4,1,6,1,3,出现了男声,1,1,1,2,1,3,1,3,1,2,1,4,1,5,1,4,1,5,1,5,1,2,5,5,5,3,1,1,5,3,3,4,3,5,4,2,4,5,4,2,5,4,4,5,5,3,4,3,4,5,5,6,3,2,5,4,5,3,5,5,4,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),广西梧州,广西南宁,-1,0
WPWmXjYjyKB,pLzVr0zL,2025/3/21 17:45,2025/3/21 18:06,1278,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,111.17.24.132,116.992787,36.18018,山东省,泰安市,MOBILE,Android,Chrome,393px*873px,"C3,I4,I1,S4,I3,test2,M1,C5,S5,test1,C4,U4,I5,S3,C1,S1,M5,M2,U1,S2,U5,U3,I2,C2,M4,U2,M3",1,3,1,1,1,3,1,1,1,3,1,4,1,4,1,2,1,2,1,4,1,4,1,2,1,2,1,2,1,3,1,3,1,6,出现了男声,1,5,1,5,1,5,1,5,1,7,1,4,1,4,1,7,1,5,1,6,1,1,4,5,6,1,1,1,3,1,5,6,2,3,2,6,1,1,3,2,5,5,1,4,5,5,4,1,4,5,6,5,1,2,5,5,5,6,3,4,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),山东省泰安市,山东省泰安市,0,0
gnEDlaxNPQg,yev6qNne,2025/3/21 17:44,2025/3/21 18:06,1337,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,115.60.190.67,113.6020032,34.7769354,河南省,郑州市,MOBILE,iOS,Apple WebKit,414px*896px,"test2,C1,I5,S3,C5,S4,C4,I3,U4,I2,M5,I4,U3,U1,M1,C2,S2,U5,I1,S5,M3,U2,M4,S1,test1,M2,C3",1,6,1,6,1,6,1,5,1,5,1,5,1,7,1,6,1,7,1,6,1,7,1,5,1,6,1,6,1,7,1,5,1,6,出现了男声,1,4,1,5,1,5,1,5,1,5,1,5,1,6,1,6,1,6,1,5,1,1,6,5,5,3,1,1,4,2,4,4,2,5,4,3,4,1,5,2,5,4,1,6,4,4,6,2,5,5,5,5,1,1,5,5,4,5,5,5,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),郑州,郑州,-1,-1
bNqrdKjgnPN,pLzaay87,2025/3/21 17:44,2025/3/21 18:06,1285,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,183.93.224.63,113.952435,30.93099,湖北省,孝感市,MOBILE,Android,Chrome,424px*942px,"C4,S3,M3,U2,M4,M5,C5,S5,I2,U3,I5,U4,U5,M2,test2,test1,S1,C3,C1,U1,C2,S4,M1,I1,S2,I4,I3",1,6,1,5,1,5,1,2,1,5,1,7,1,7,1,7,1,6,1,7,1,6,1,7,1,7,2,3,1,7,1,6,1,6,出现了男声,1,4,1,7,1,5,1,6,1,2,1,6,1,6,1,3,1,5,1,7,1,2,6,5,5,2,1,1,5,2,4,5,3,5,1,4,2,2,6,1,5,5,2,6,5,4,6,2,5,5,6,5,2,2,5,5,5,4,5,6,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),上海,上海,0,1
oB1ZNwOPmqW,leNw4QqM,2025/3/21 17:45,2025/3/21 18:06,1258,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,116.133.78.243,113.665831,36.570185,河北省,邯郸市,MOBILE,Android,Chrome,360px*800px,"I1,I2,C2,I3,S3,test1,U4,C5,C3,I5,M2,U5,U2,S5,S2,M5,M3,U1,S4,M1,S1,U3,M4,C4,I4,C1,test2",1,5,1,6,1,6,1,3,1,5,1,5,1,7,1,6,1,7,1,6,1,6,1,3,1,6,1,6,1,7,1,4,2,6,出现了男声,1,6,1,5,1,2,1,5,1,6,1,5,1,5,1,5,1,5,1,5,1,2,5,6,5,2,1,2,5,1,3,6,4,5,2,3,2,2,6,1,5,5,3,6,5,3,5,3,5,5,5,5,3,2,6,5,5,5,5,6,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),上海,上海,0,0
vN9ZVgbV25N,veEbn98M,2025/3/21 17:40,2025/3/21 18:05,1496,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.104.65.186,113.262704,22.675275,广东省,中山市,MOBILE,iOS,WeChat,414px*896px,"S5,M1,S2,U2,I5,U4,C1,U5,M3,M5,test2,M4,I4,I2,M2,S1,S3,I3,C2,I1,C3,U3,test1,C4,U1,C5,S4",1,5,1,6,1,6,1,6,1,7,1,6,1,7,1,4,1,6,1,5,1,5,1,7,1,6,1,5,1,6,1,7,1,6,出现了男声,1,6,1,6,1,5,1,6,1,6,1,6,1,6,1,3,1,6,1,6,1,2,5,6,6,3,1,2,5,1,5,5,3,5,2,4,5,2,5,3,5,5,3,5,6,4,6,1,5,5,2,5,2,2,6,5,5,5,4,6,4,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广州市,广州市,0,0
Q482Gb61lyq,0eya0lPe,2025/3/21 17:45,2025/3/21 18:05,1213,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,14.108.166.152,106.552015,29.562716,重庆市,市辖区,MOBILE,iOS,WeChat,414px*896px,"M4,I5,S4,M1,I4,S3,U3,S5,C5,C2,U4,C1,S1,I3,M3,U2,test1,C4,M5,test2,I1,S2,M2,C3,I2,U1,U5",1,5,1,4,1,5,1,5,1,4,1,4,1,5,1,5,1,6,1,5,1,5,1,4,1,4,1,3,1,4,1,4,1,6,出现了男声,1,5,1,6,1,5,1,6,1,6,1,6,1,5,1,6,1,6,1,5,1,2,6,6,5,2,1,1,5,3,5,5,2,5,3,5,5,1,5,2,5,5,2,6,6,5,4,1,6,5,5,5,2,2,6,5,6,6,5,4,5,4,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,工厂技术人员/工厂主管,重庆,重庆,1,0
mn9opAlW5yA,qM6l9GvL,2025/3/21 17:43,2025/3/21 18:05,1317,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.104.70.243,115.775827,23.928616,广东省,梅州市,MOBILE,Android,WeChat,360px*792px,"C5,S3,M1,I2,C2,C1,test1,U2,I5,S1,S2,I4,M2,I3,U1,test2,M5,U5,U3,U4,S4,M4,M3,C3,I1,C4,S5",1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,2,6,出现了男声,2,4,1,6,1,6,1,5,1,7,2,6,1,6,17,6,1,6,1,6,1,2,5,6,5,2,1,1,5,2,4,5,2,5,1,5,2,2,5,1,5,5,1,5,5,5,5,2,5,5,5,6,2,2,5,5,6,6,6,5,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广东省深圳市,广东省深圳市,0,0
mn9opEzDkOz,5M2aZ38e,2025/3/21 17:43,2025/3/21 18:04,1255,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,113.194.217.17,114.6066427,27.3860034,江西省,南昌市,MOBILE,iOS,Apple WebKit,414px*896px,"S3,I4,S5,C5,C1,M2,S2,U5,U1,S4,I1,I5,U2,test2,M1,I2,U4,M4,M5,C3,M3,U3,S1,C4,test1,I3,C2",1,7,1,6,1,6,1,3,1,6,1,5,1,7,1,6,1,6,1,6,1,7,1,5,1,6,1,7,1,7,1,5,1,6,出现了男声,1,3,1,6,1,5,1,5,1,5,1,6,1,6,1,7,1,5,1,7,1,3,6,6,5,3,1,3,6,3,6,5,5,5,5,6,3,4,6,3,6,5,4,6,6,6,5,4,6,6,6,5,3,1,6,6,5,5,5,5,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),江西吉安,江西吉安,0,-1
bNqrdjz3zjY,DMxyP3m7,2025/3/21 17:44,2025/3/21 18:04,1241,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,106.224.111.143,114.902047,27.81982,江西省,赣州市,MOBILE,Android,Chrome,360px*800px,"M3,C3,M2,U4,M5,I1,M1,S2,M4,C2,I4,I2,test1,S5,C5,U5,S4,I3,C4,S3,U1,C1,test2,U2,U3,S1,I5",1,4,1,3,1,5,1,3,1,4,1,2,1,4,1,5,1,3,1,5,1,5,1,2,1,3,1,3,1,3,1,2,1,6,出现了男声,1,3,1,5,1,3,1,2,1,2,1,5,1,5,1,3,1,5,1,5,1,2,5,4,5,2,1,2,6,3,4,4,4,4,3,4,3,2,5,2,5,3,3,5,5,3,5,2,5,5,5,5,3,2,4,5,6,3,5,3,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,男,18-25岁,工厂技术人员/工厂主管,江西省新余市,江西省新余市,0,0
gnEDlxBVd5J,J7BjRV37,2025/3/21 17:43,2025/3/21 18:04,1271,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,111.55.167.139,108.235705,22.792793,广西壮族自治区,南宁市,MOBILE,Android,Chrome,360px*800px,"M5,U2,C4,S3,M3,U1,M1,S5,S4,test2,C1,U5,I4,M2,I5,test1,I3,I1,S2,S1,U4,U3,M4,C3,I2,C5,C2",1,4,1,2,1,2,1,5,1,5,1,5,1,6,1,6,1,5,1,6,1,6,1,5,1,5,1,3,1,3,1,5,1,5,出现了男声,1,6,1,6,1,1,1,5,1,3,1,6,1,5,1,6,1,5,1,3,1,5,5,6,6,5,1,1,5,3,5,5,5,6,6,5,5,2,6,2,5,5,3,6,5,5,6,2,5,3,5,6,5,6,5,6,6,5,5,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),广西南宁,广西南宁,1,0
XOA6rdxdJWw,37KOmzK7,2025/3/21 17:44,2025/3/21 18:04,1201,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.156.145,120.617367,31.335648,江苏省,苏州市,MOBILE,iOS,Apple WebKit,390px*844px,"I3,S4,S5,C2,C1,I2,C4,test2,M4,U4,U3,M3,U2,U1,I1,M1,S2,S3,I5,S1,M5,U5,M2,test1,C5,I4,C3",1,6,1,4,1,3,1,4,1,5,1,5,1,6,1,6,1,5,1,5,1,6,1,5,1,6,1,5,1,6,1,3,1,5,出现了男声,1,1,1,5,1,2,1,3,1,2,1,5,1,6,1,4,1,1,1,5,1,4,5,3,4,4,1,1,6,2,2,2,4,6,1,2,5,3,6,2,4,4,4,5,3,2,5,4,5,5,5,4,4,4,3,4,2,1,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),苏州,苏州,-1,-1
gnEDlw4NGZ5,pLzrdP0L,2025/3/21 17:43,2025/3/21 18:04,1260,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,218.26.158.203,111.772987,37.279279,山西省,吕梁市,MOBILE,Android,Chrome,384px*854px,"S5,C4,test2,I1,I5,S2,M1,M4,test1,C1,C5,U3,I2,S4,S1,M5,C3,M2,U1,C2,I4,M3,S3,U4,I3,U2,U5",1,5,1,5,1,5,1,6,1,4,1,3,1,7,1,5,1,6,1,6,1,5,1,5,1,7,1,5,1,7,2,5,1,3,出现了男声,1,2,1,3,1,2,1,4,1,3,1,5,1,4,1,6,1,2,1,5,1,2,5,6,5,2,1,5,5,2,5,6,4,3,2,5,2,2,4,3,5,5,4,4,6,4,5,3,3,4,5,5,2,4,5,5,5,5,5,4,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,35-44岁,工厂技术人员/工厂主管,山西吕梁,吕梁,1,1
vN9ZVY5PnbQ,AM9DGAre,2025/3/21 17:44,2025/3/21 18:04,1197,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.55.81,121.590252,38.893352,辽宁省,大连市,MOBILE,Android,WeChat,407px*904px,"C4,C2,M2,M1,I2,S1,U3,M3,S4,U1,C3,U5,S2,I5,test1,M5,C5,test2,I1,U4,S3,S5,I3,C1,I4,M4,U2",1,4,1,4,1,3,1,5,1,4,1,3,1,5,1,6,2,6,1,5,1,5,1,4,1,5,1,5,1,4,1,4,1,3,出现了男声,1,2,1,2,1,1,1,3,1,4,1,4,1,4,1,5,1,4,1,4,1,2,5,4,5,2,1,3,4,1,5,6,3,5,2,4,2,2,4,2,5,6,3,4,4,5,6,5,5,4,5,6,3,1,4,5,6,6,4,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,普通职员(公司/企业/事业单位/党政机关),辽宁省大连市庄河市,辽宁省大连市,0,0
NRQkzoNQmYW,J7qPbE5M,2025/3/21 17:43,2025/3/21 18:04,1240,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.29.87,113.654808,34.810811,河南省,郑州市,MOBILE,Android,Chrome,393px*873px,"U1,U4,S1,S2,I3,M4,M3,U2,S5,I2,test1,C2,I5,C5,C1,M2,C4,U3,U5,S4,test2,I4,C3,I1,M5,M1,S3",1,5,1,3,1,3,1,5,1,3,1,5,1,5,1,7,1,1,1,6,1,6,1,4,1,7,1,6,1,5,1,7,1,6,出现了男声,1,1,1,2,1,2,1,4,1,5,1,6,1,6,1,5,1,3,1,6,1,1,5,5,5,5,1,5,6,1,6,3,5,6,3,6,6,2,6,1,5,6,2,4,5,6,5,3,5,5,5,6,2,2,5,5,5,6,6,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,18-25岁,初高中学生/大学生/研究生/博士,在贵州省贵阳市云岩区,河南省郑州市金水区,0,0
vN9ZVYPEGEV,KLOXy81e,2025/3/21 17:45,2025/3/21 18:04,1166,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,101.90.136.131,121.571737,31.189189,上海市,市辖区,MOBILE,Android,Chrome,366px*801px,"C2,I1,C4,U4,test2,M4,M2,U3,I4,S5,S1,S4,C5,I2,C3,U5,C1,U1,M5,I3,U2,S3,S2,I5,test1,M1,M3",1,6,1,1,1,4,1,4,1,2,1,3,1,5,1,2,1,3,1,4,1,5,1,4,1,6,1,1,1,5,1,2,1,2,出现了男声,1,1,1,3,1,3,1,3,1,5,1,6,1,6,1,5,1,2,1,3,1,2,4,2,3,5,1,2,6,3,4,3,4,6,3,4,3,3,5,3,6,4,4,5,1,4,4,4,5,4,5,4,3,3,2,4,4,3,6,4,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),苏州,上海,0,-1
mn9opvpKDaD,5Lw2mJz7,2025/3/21 17:45,2025/3/21 18:04,1149,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,120.244.62.60,116.3002388,40.0518664,北京市,市辖区,MOBILE,iOS,Apple WebKit,390px*844px,"C4,C3,C1,S4,M3,test2,M1,C5,S1,U1,U5,I4,M4,S3,I5,U3,S5,I2,U4,U2,I3,C2,S2,I1,M2,test1,M5",1,3,2,5,1,4,1,3,1,6,1,3,1,7,1,4,1,3,1,5,1,6,1,4,1,7,1,6,1,5,1,5,1,4,出现了男声,1,3,1,3,1,3,1,4,1,5,1,5,1,5,1,5,1,3,1,6,1,2,6,5,5,1,1,3,5,3,4,5,2,5,2,4,2,2,6,1,6,5,2,5,5,5,5,1,6,5,6,6,2,1,5,6,5,5,5,6,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),河北省衡水市,北京市,0,-1
NRQkz9nWnDq,BepzjAx7,2025/3/21 17:43,2025/3/21 18:04,1223,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.160.129.204,116.55683,39.90991,北京市,市辖区,MOBILE,Android,Chrome,360px*800px,"S3,C5,U4,I4,U5,M1,I2,test2,C3,S1,U2,M5,I5,U3,M3,M2,test1,C1,U1,S4,I3,I1,S5,C4,C2,S2,M4",1,4,1,3,1,4,1,1,1,6,1,2,1,5,1,5,1,3,1,6,1,5,1,4,1,4,2,5,1,6,1,5,1,3,出现了男声,1,1,1,2,1,2,1,2,1,2,1,2,1,3,1,4,1,3,1,3,1,4,4,4,4,2,1,3,3,3,3,3,5,4,2,3,3,3,2,2,4,4,4,4,4,4,4,5,4,5,4,4,4,3,4,4,4,4,3,5,3,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,初高中学生/大学生/研究生/博士,河北省唐山市,北京市朝阳区,-1,1
lxOdJbJjPBJ,RMWgzVPM,2025/3/21 17:44,2025/3/21 18:03,1187,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,36.142.55.117,103.602832,36.119634,甘肃省,兰州市,MOBILE,Android,Chrome,385px*793px,"S4,S2,C2,I1,M3,I2,M2,C1,M4,test2,M1,C3,C4,I5,U4,U3,M5,S5,I4,test1,U5,U2,S1,U1,I3,S3,C5",1,6,1,4,1,4,1,4,1,3,1,6,1,4,1,4,1,7,1,4,1,5,1,3,1,5,1,5,1,6,1,4,1,5,出现了男声,1,5,1,4,1,4,1,4,1,5,1,4,1,5,1,6,1,5,1,5,1,1,6,5,6,5,1,1,5,2,5,2,2,6,3,6,4,2,4,2,6,3,2,5,5,4,4,1,5,4,6,6,3,2,4,6,2,5,5,5,6,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),兰州,兰州,-1,-1
oB1ZNbaz4N0,z7AW1vQe,2025/3/21 17:44,2025/3/21 18:03,1164,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.104.163.95,119.4066133,29.2402926,浙江省,金华市,MOBILE,iOS,Apple WebKit,402px*874px,"M4,C5,C1,M2,I5,C3,S5,I1,S4,U3,test1,C2,C4,S3,S1,I2,U5,M1,S2,U1,M3,M5,I3,test2,I4,U4,U2",1,5,1,2,1,2,1,6,1,5,1,3,1,5,1,5,1,6,1,5,1,6,1,4,1,6,1,2,1,7,1,5,1,6,出现了男声,1,4,1,6,1,6,1,6,1,3,1,6,1,5,1,5,1,4,1,2,1,2,6,5,4,3,1,2,6,3,4,5,5,5,3,5,2,4,5,2,5,6,2,6,5,5,5,2,6,4,5,5,3,2,5,5,5,4,5,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,工厂技术人员/工厂主管,河南南阳,浙江金华,1,-1
nN9xAbBOqV2,5LmZz8ze,2025/3/21 17:44,2025/3/21 18:03,1185,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,175.2.110.51,109.992561,27.558527,湖南省,长沙市,MOBILE,Android,Chrome,361px*801px,"M3,U1,M4,S3,test2,C4,I3,test1,U2,C3,I4,C5,M5,S1,U5,I5,M2,S2,U3,C2,C1,U4,I2,S4,I1,S5,M1",1,5,1,5,1,5,1,2,1,3,1,4,1,4,1,5,1,3,1,6,1,7,1,2,1,4,1,4,1,5,13,4,1,5,出现了男声,2,4,1,4,1,4,1,3,1,6,1,3,1,3,1,7,1,6,1,5,1,2,6,4,3,3,1,2,6,3,4,4,3,5,3,4,3,2,6,3,3,5,3,5,4,4,5,2,5,4,6,4,4,1,5,3,4,6,6,4,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,男,18-25岁,初高中学生/大学生/研究生/博士,湖南省益阳市,湖南怀化市,0,-1
WPWmX8W5o3B,0eyk6bG7,2025/3/21 17:35,2025/3/21 18:03,1679,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.96.14,113.150052,40.00586,山西省,大同市,MOBILE,iOS,WeChat,375px*667px,"I1,M4,S4,I4,M3,S2,U2,S3,M1,I2,U5,U1,U4,C5,S5,C2,C1,M2,C4,I3,test1,C3,U3,test2,M5,I5,S1",1,6,1,3,2,5,1,2,2,2,1,2,1,6,1,2,1,6,1,2,1,2,1,5,1,2,1,3,1,1,1,5,1,7,出现了男声,1,3,1,2,1,3,1,7,1,4,1,6,1,7,1,6,1,5,1,5,1,1,5,5,4,2,1,1,5,2,4,5,2,4,3,5,2,1,6,1,4,5,2,4,4,4,5,2,5,4,6,5,2,1,4,5,5,5,6,5,5,5,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),山西省大同市,山西省大同市,-1,0
vN9ZVJ8pblx,WLGJRp7z,2025/3/21 17:44,2025/3/21 18:03,1097,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,113.249.32.159,106.550199,29.440283,重庆市,市辖区,MOBILE,iOS,WeChat,375px*812px,"I4,S3,C2,U2,test1,M4,U1,U4,S4,I5,U3,S5,M3,M2,C3,M5,C4,U5,S2,I1,I3,I2,M1,C1,test2,C5,S1",1,4,1,4,1,5,1,3,1,4,1,5,1,4,1,5,1,6,1,5,1,5,1,3,1,3,1,2,1,4,1,4,1,6,出现了男声,1,3,1,5,1,3,1,6,1,6,1,6,1,6,1,6,1,5,1,3,1,2,5,6,5,2,1,1,5,2,5,5,3,5,3,5,2,2,5,2,5,5,2,6,6,5,4,2,5,4,6,6,1,2,6,5,6,6,5,4,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),重庆,重庆,0,0
